,Time (EDT)EDT,LatitudeLat,LongitudeLon,CourseDir,kts,mph,feet,Rate,Reporting Facility
622,Wed 08:31:31 AM08:31AM,62.559862.56,1.76371.76,← 299°,475,547,3400034000.0,,FlightAware ADS-B (AES / ENAL)
623,Wed 08:32:01 AM08:32AM,62.591462.59,1.64171.64,← 299°,476,548,3400034000.0,,FlightAware ADS-B (AES / ENAL)
624,Wed 08:32:31 AM08:32AM,62.624062.62,1.51541.52,← 299°,476,548,3400034000.0,,FlightAware ADS-B (AES / ENAL)
625,Wed 08:33:01 AM08:33AM,62.656362.66,1.38881.39,← 299°,478,550,3400034000.0,,FlightAware ADS-B (AES / ENAL)
626,Wed 08:33:31 AM08:33AM,62.687562.69,1.26661.27,← 299°,478,550,3400034000.0,,FlightAware ADS-B (AES / ENAL)
627,Wed 08:34:02 AM08:34AM,62.721062.72,1.13431.13,← 299°,476,548,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
628,Wed 08:34:32 AM08:34AM,62.753262.75,1.00631.01,← 299°,477,549,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
629,Wed 08:35:02 AM08:35AM,62.784762.78,0.88030.88,← 299°,478,550,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
630,Wed 08:35:32 AM08:35AM,62.816362.82,0.75320.75,← 298°,477,549,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
631,Wed 08:36:02 AM08:36AM,62.848162.85,0.62500.62,← 298°,477,549,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
632,Wed 08:36:36 AM08:36AM,62.882762.88,0.48390.48,← 298°,477,549,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
633,Wed 08:37:09 AM08:37AM,62.916662.92,0.34550.35,← 298°,478,550,3400034000.0,,FlightAware ADS-B (BGO / ENBR)
635,Wed 08:39:33 AM08:39AM,63.000463.00,-0.3166-0.32,← 286°,,,,,Estimated
636,Wed 08:40:36 AM08:40AM,63.036163.04,-0.6074-0.61,← 285°,,,,,Estimated
637,Wed 08:42:35 AM08:42AM,63.101963.10,-1.1586-1.16,← 285°,,,,,Estimated
638,Wed 08:44:35 AM08:44AM,63.166163.17,-1.7170-1.72,← 285°,,,,,Estimated
639,Wed 08:45:37 AM08:45AM,63.198463.20,-2.0064-2.01,← 284°,,,,,Estimated
640,Wed 08:46:37 AM08:46AM,63.229163.23,-2.2871-2.29,← 284°,,,,,Estimated
641,Wed 08:48:34 AM08:48AM,63.287363.29,-2.8362-2.84,← 284°,,,,,Estimated
642,Wed 08:49:36 AM08:49AM,63.317363.32,-3.1281-3.13,← 283°,,,,,Estimated
643,Wed 08:51:35 AM08:51AM,63.373363.37,-3.6900-3.69,← 283°,,,,,Estimated
644,Wed 08:53:34 AM08:53AM,63.427063.43,-4.2540-4.25,← 282°,,,,,Estimated
645,Wed 08:55:27 AM08:55AM,63.475963.48,-4.7915-4.79,← 282°,,,,,Estimated
646,Wed 08:56:37 AM08:56AM,63.505263.51,-5.1254-5.13,← 281°,,,,,Estimated
647,Wed 08:58:37 AM08:58AM,63.553663.55,-5.6993-5.70,← 281°,,,,,Estimated
648,Wed 08:59:37 AM08:59AM,63.577063.58,-5.9870-5.99,← 280°,,,,,Estimated
649,Wed 09:01:33 AM09:01AM,63.620563.62,-6.5445-6.54,← 280°,,,,,Estimated
650,Wed 09:03:35 AM09:03AM,63.663963.66,-7.1326-7.13,← 280°,,,,,Estimated
651,Wed 09:05:35 AM09:05AM,63.704363.70,-7.7128-7.71,← 279°,,,,,Estimated
652,Wed 09:06:37 AM09:06AM,63.724263.72,-8.0132-8.01,← 279°,,,,,Estimated
653,Wed 09:08:37 AM09:08AM,63.761063.76,-8.5958-8.60,← 278°,,,,,Estimated
654,Wed 09:10:33 AM09:10AM,63.794463.79,-9.1604-9.16,← 278°,,,,,Estimated
655,Wed 09:11:35 AM09:11AM,63.811363.81,-9.4627-9.46,← 277°,,,,,Estimated
656,Wed 09:12:35 AM09:12AM,63.827063.83,-9.7556-9.76,← 277°,,,,,Estimated
657,Wed 09:14:25 AM09:14AM,63.854463.85,-10.2934-10.29,← 277°,,,,,Estimated
658,Wed 09:15:36 AM09:15AM,63.871063.87,-10.6410-10.64,← 276°,,,,,Estimated
659,Wed 09:16:36 AM09:16AM,63.884463.88,-10.9351-10.94,← 276°,,,,,Estimated
660,Wed 09:18:33 AM09:18AM,63.908863.91,-11.5094-11.51,← 276°,,,,,Estimated
661,Wed 09:20:35 AM09:20AM,63.931763.93,-12.1093-12.11,← 275°,,,,,Estimated
663,Wed 09:21:16 AM09:21AM,66.172766.17,-11.3089-11.31,← 288°,480,552,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
664,Wed 09:21:46 AM09:21AM,66.192266.19,-11.4624-11.46,← 287°,481,554,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
665,Wed 09:22:18 AM09:22AM,66.212566.21,-11.6249-11.62,← 287°,479,551,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
666,Wed 09:22:48 AM09:22AM,66.231766.23,-11.7800-11.78,← 287°,476,548,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
667,Wed 09:23:32 AM09:23AM,66.259766.26,-12.0089-12.01,← 287°,475,547,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
668,Wed 09:24:02 AM09:24AM,66.278666.28,-12.1648-12.16,← 287°,475,547,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
669,Wed 09:24:32 AM09:24AM,66.297466.30,-12.3221-12.32,← 287°,477,549,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
670,Wed 09:25:02 AM09:25AM,66.316066.32,-12.4790-12.48,← 286°,477,549,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
671,Wed 09:26:02 AM09:26AM,66.352966.35,-12.7946-12.79,← 286°,475,547,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
672,Wed 09:26:32 AM09:26AM,66.371166.37,-12.9529-12.95,← 286°,473,544,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
673,Wed 09:27:32 AM09:27AM,66.406866.41,-13.2681-13.27,← 286°,474,545,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
674,Wed 09:28:02 AM09:28AM,66.424366.42,-13.4250-13.43,← 286°,472,543,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
675,Wed 09:28:32 AM09:28AM,66.441566.44,-13.5813-13.58,← 285°,472,543,3400034000.0,-17.0,FlightAware ADS-B (EGS / BIEG)
676,Wed 09:29:32 AM09:29AM,66.475166.48,-13.8910-13.89,← 285°,477,549,3397533975.0,,FlightAware ADS-B (EGS / BIEG)
677,Wed 09:30:31 AM09:30AM,66.508666.51,-14.2056-14.21,← 285°,476,548,3400034000.0,17.0,FlightAware ADS-B (EGS / BIEG)
678,Wed 09:31:02 AM09:31AM,66.526366.53,-14.3749-14.37,← 285°,478,550,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
679,Wed 09:31:32 AM09:31AM,66.542966.54,-14.5352-14.54,← 284°,476,548,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
680,Wed 09:32:31 AM09:32AM,66.575766.58,-14.8580-14.86,← 284°,480,552,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
681,Wed 09:33:01 AM09:33AM,66.591766.59,-15.0180-15.02,← 284°,480,552,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
682,Wed 09:33:31 AM09:33AM,66.607566.61,-15.1787-15.18,← 284°,480,552,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
683,Wed 09:34:01 AM09:34AM,66.623766.62,-15.3442-15.34,← 284°,481,554,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
684,Wed 09:34:31 AM09:34AM,66.639466.64,-15.5058-15.51,← 284°,477,549,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
685,Wed 09:35:01 AM09:35AM,66.654866.65,-15.6677-15.67,← 284°,474,545,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
686,Wed 09:35:31 AM09:35AM,66.670066.67,-15.8298-15.83,← 283°,474,545,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
687,Wed 09:36:01 AM09:36AM,66.684866.68,-15.9896-15.99,← 283°,474,545,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
688,Wed 09:36:31 AM09:36AM,66.699666.70,-16.1523-16.15,← 283°,478,550,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
689,Wed 09:37:02 AM09:37AM,66.714566.71,-16.3154-16.32,← 283°,478,550,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
690,Wed 09:38:02 AM09:38AM,66.743766.74,-16.6431-16.64,← 283°,484,557,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
691,Wed 09:38:32 AM09:38AM,66.758266.76,-16.8090-16.81,← 283°,486,559,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
692,Wed 09:39:02 AM09:39AM,66.772666.77,-16.9759-16.98,← 282°,484,557,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
693,Wed 09:39:32 AM09:39AM,66.786566.79,-17.1402-17.14,← 282°,487,560,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
694,Wed 09:40:02 AM09:40AM,66.800466.80,-17.3060-17.31,← 282°,489,563,3400034000.0,,FlightAware ADS-B (EGS / BIEG)
696,Wed 09:42:33 AM09:42AM,66.779566.78,-18.1356-18.14,← 267°,,,,,Estimated
697,Wed 09:43:36 AM09:43AM,66.769566.77,-18.4813-18.48,← 266°,,,,,Estimated
699,Wed 09:44:11 AM09:44AM,66.910266.91,-18.7050-18.70,← 281°,493,567,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
700,Wed 09:44:41 AM09:44AM,66.922866.92,-18.8770-18.88,← 280°,491,565,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
701,Wed 09:45:11 AM09:45AM,66.935166.94,-19.0487-19.05,← 280°,493,567,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
702,Wed 09:45:41 AM09:45AM,66.947266.95,-19.2193-19.22,← 280°,494,568,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
703,Wed 09:46:31 AM09:46AM,66.966866.97,-19.5016-19.50,← 280°,493,567,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
704,Wed 09:47:10 AM09:47AM,66.981966.98,-19.7254-19.73,← 280°,498,573,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
705,Wed 09:47:41 AM09:47AM,66.993766.99,-19.9060-19.91,← 279°,495,570,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
706,Wed 09:48:28 AM09:48AM,67.005567.01,-20.1788-20.18,← 275°,491,565,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
707,Wed 09:48:58 AM09:48AM,67.010667.01,-20.3435-20.34,← 274°,491,565,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
708,Wed 09:49:29 AM09:49AM,67.015867.02,-20.5272-20.53,← 274°,493,567,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
709,Wed 09:49:59 AM09:49AM,67.020667.02,-20.7017-20.70,← 274°,498,573,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
710,Wed 09:50:36 AM09:50AM,67.026367.03,-20.9171-20.92,← 274°,496,571,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
711,Wed 09:51:57 AM09:51AM,67.037767.04,-21.3901-21.39,← 273°,496,571,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
712,Wed 09:52:30 AM09:52AM,67.041867.04,-21.5786-21.58,← 273°,495,570,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
713,Wed 09:53:00 AM09:53AM,67.045567.05,-21.7546-21.75,← 273°,495,570,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
714,Wed 09:53:30 AM09:53AM,67.049067.05,-21.9310-21.93,← 273°,494,568,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
715,Wed 09:54:00 AM09:54AM,67.052467.05,-22.1060-22.11,← 273°,494,568,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
716,Wed 09:54:30 AM09:54AM,67.055567.06,-22.2849-22.28,← 273°,495,570,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
717,Wed 09:55:00 AM09:55AM,67.058367.06,-22.4597-22.46,← 272°,493,567,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
718,Wed 09:55:30 AM09:55AM,67.061067.06,-22.6361-22.64,← 272°,494,568,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
719,Wed 09:56:00 AM09:56AM,67.063667.06,-22.8100-22.81,← 272°,497,572,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
720,Wed 09:56:31 AM09:56AM,67.065867.07,-22.9860-22.99,← 272°,497,572,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
721,Wed 09:57:01 AM09:57AM,67.068067.07,-23.1637-23.16,← 272°,496,571,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
722,Wed 09:57:31 AM09:57AM,67.069967.07,-23.3417-23.34,← 272°,496,571,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
724,Wed 09:59:27 AM09:59AM,67.027167.03,-23.9777-23.98,← 261°,,,,,Estimated
726,Wed 09:59:43 AM09:59AM,67.076167.08,-24.1191-24.12,← 271°,498,573,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
727,Wed 10:00:39 AM10:00AM,67.077667.08,-24.4466-24.45,← 271°,495,570,3400034000.0,,FlightAware ADS-B (RKV / BIRK)
728,Wed 10:01:14 AM10:01AM,67.078267.08,-24.6506-24.65,← 270°,495,570,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
729,Wed 10:01:44 AM10:01AM,67.078567.08,-24.8254-24.83,← 270°,495,570,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
730,Wed 10:02:25 AM10:02AM,67.078567.08,-25.0616-25.06,← 270°,495,570,3400034000.0,,FlightAware ADS-B (RKV / BIRK)
731,Wed 10:02:55 AM10:02AM,67.078467.08,-25.2371-25.24,← 270°,493,567,3400034000.0,,FlightAware ADS-B (RKV / BIRK)
732,Wed 10:03:41 AM10:03AM,67.077867.08,-25.5051-25.51,← 270°,492,566,3400034000.0,,FlightAware ADS-B (RKV / BIRK)
733,Wed 10:04:15 AM10:04AM,67.077067.08,-25.7050-25.70,← 269°,492,566,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
734,Wed 10:04:46 AM10:04AM,67.076167.08,-25.8828-25.88,← 269°,492,566,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
735,Wed 10:05:16 AM10:05AM,67.075167.08,-26.0572-26.06,← 269°,492,566,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
736,Wed 10:05:46 AM10:05AM,67.073867.07,-26.2338-26.23,← 269°,492,566,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
737,Wed 10:06:25 AM10:06AM,67.071967.07,-26.4565-26.46,← 269°,492,566,3400034000.0,,FlightAware ADS-B (RKV / BIRK)
738,Wed 10:06:55 AM10:06AM,67.070267.07,-26.6350-26.64,← 269°,493,567,3400034000.0,,FlightAware ADS-B (RKV / BIRK)
739,Wed 10:07:25 AM10:07AM,67.068367.07,-26.8108-26.81,← 268°,493,567,3400034000.0,,FlightAware ADS-B (RKV / BIRK)
740,Wed 10:08:16 AM10:08AM,67.064767.06,-27.1026-27.10,← 268°,493,567,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
741,Wed 10:08:56 AM10:08AM,67.061567.06,-27.3345-27.33,← 268°,494,568,3400034000.0,,FlightAware ADS-B (RKV / BIRK)
743,Wed 10:10:37 AM10:10AM,67.009167.01,-27.8798-27.88,← 256°,,,,,Estimated
745,Wed 10:11:02 AM10:11AM,67.049067.05,-28.0717-28.07,← 267°,493,567,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
746,Wed 10:11:35 AM10:11AM,67.045167.05,-28.2672-28.27,← 267°,492,566,3400034000.0,,FlightAware ADS-B (KEF / BIKF)
748,Wed 10:13:33 AM10:13AM,66.979666.98,-28.9010-28.90,← 255°,,,,,Estimated
749,Wed 10:14:34 AM10:14AM,66.944766.94,-29.2272-29.23,← 255°,,,,,Estimated
750,Wed 10:15:34 AM10:15AM,66.909866.91,-29.5472-29.55,← 255°,,,,,Estimated
751,Wed 10:16:36 AM10:16AM,66.873066.87,-29.8769-29.88,← 254°,,,,,Estimated
752,Wed 10:17:37 AM10:17AM,66.836166.84,-30.2003-30.20,← 254°,,,,,Estimated
753,Wed 10:19:37 AM10:19AM,66.761766.76,-30.8336-30.83,← 254°,,,,,Estimated
754,Wed 10:20:38 AM10:20AM,66.722966.72,-31.1541-31.15,← 253°,,,,,Estimated
755,Wed 10:22:37 AM10:22AM,66.645466.65,-31.7763-31.78,← 253°,,,,,Estimated
756,Wed 10:23:37 AM10:23AM,66.605466.61,-32.0885-32.09,← 252°,,,,,Estimated
757,Wed 10:25:35 AM10:25AM,66.524966.52,-32.6996-32.70,← 252°,,,,,Estimated
758,Wed 10:27:37 AM10:27AM,66.439166.44,-33.3272-33.33,← 251°,,,,,Estimated
759,Wed 10:28:37 AM10:28AM,66.396166.40,-33.6343-33.63,← 251°,,,,,Estimated
760,Wed 10:29:38 AM10:29AM,66.351666.35,-33.9454-33.95,← 251°,,,,,Estimated
761,Wed 10:31:31 AM10:31AM,66.267766.27,-34.5187-34.52,← 250°,,,,,Estimated
762,Wed 10:32:35 AM10:32AM,66.219366.22,-34.8418-34.84,← 250°,,,,,Estimated
763,Wed 10:34:36 AM10:34AM,66.125866.13,-35.4491-35.45,← 249°,,,,,Estimated
764,Wed 10:35:36 AM10:35AM,66.078666.08,-35.7485-35.75,← 249°,,,,,Estimated
765,Wed 10:37:34 AM10:37AM,65.984165.98,-36.3342-36.33,← 249°,,,,,Estimated
766,Wed 10:38:37 AM10:38AM,65.932765.93,-36.6451-36.65,← 248°,,,,,Estimated
767,Wed 10:40:35 AM10:40AM,65.834865.83,-37.2241-37.22,← 248°,,,,,Estimated
768,Wed 10:42:38 AM10:42AM,65.730465.73,-37.8229-37.82,← 247°,,,,,Estimated
769,Wed 10:44:37 AM10:44AM,65.627265.63,-38.3975-38.40,← 247°,,,,,Estimated
770,Wed 10:45:37 AM10:45AM,65.573865.57,-38.6883-38.69,← 246°,,,,,Estimated
771,Wed 10:46:38 AM10:46AM,65.519065.52,-38.9827-38.98,← 246°,,,,,Estimated
773,Wed 10:48:32 AM10:48AM,65.426765.43,-39.5416-39.54,← 249°,,,,,FlightAware Approximate
774,Wed 10:49:35 AM10:49AM,65.374865.37,-39.8488-39.85,← 248°,,,,,FlightAware Approximate
775,Wed 10:50:37 AM10:50AM,65.323165.32,-40.1499-40.15,← 248°,,,,,FlightAware Approximate
776,Wed 10:52:34 AM10:52AM,65.249365.25,-40.7576-40.76,← 257°,,,,,FlightAware Approximate
777,Wed 10:54:36 AM10:54AM,65.186665.19,-41.3773-41.38,← 257°,,,,,FlightAware Approximate
778,Wed 10:56:31 AM10:56AM,65.125265.13,-41.9588-41.96,← 256°,,,,,FlightAware Approximate
779,Wed 10:57:36 AM10:57AM,65.089465.09,-42.2862-42.29,← 256°,,,,,FlightAware Approximate
780,Wed 10:59:35 AM10:59AM,65.022265.02,-42.8834-42.88,← 255°,,,,,FlightAware Approximate
781,Wed 11:01:34 AM11:01AM,64.952664.95,-43.4775-43.48,← 255°,,,,,FlightAware Approximate
782,Wed 11:03:37 AM11:03AM,64.878164.88,-44.0883-44.09,← 254°,,,,,FlightAware Approximate
783,Wed 11:05:31 AM11:05AM,64.806964.81,-44.6514-44.65,← 254°,,,,,FlightAware Approximate
784,Wed 11:07:32 AM11:07AM,64.729064.73,-45.2457-45.25,← 253°,,,,,FlightAware Approximate
785,Wed 11:08:37 AM11:08AM,64.686264.69,-45.5635-45.56,← 253°,,,,,FlightAware Approximate
786,Wed 11:10:37 AM11:10AM,64.605364.61,-46.1476-46.15,← 252°,,,,,FlightAware Approximate
787,Wed 11:12:36 AM11:12AM,64.522964.52,-46.7234-46.72,← 252°,,,,,FlightAware Approximate
788,Wed 11:14:32 AM11:14AM,64.440464.44,-47.2812-47.28,← 251°,,,,,FlightAware Approximate
789,Wed 11:15:35 AM11:15AM,64.394764.39,-47.5828-47.58,← 251°,,,,,FlightAware Approximate
790,Wed 11:16:37 AM11:16AM,64.349164.35,-47.8786-47.88,← 251°,,,,,FlightAware Approximate
791,Wed 11:18:27 AM11:18AM,64.266864.27,-48.4010-48.40,← 250°,,,,,FlightAware Approximate
792,Wed 11:19:34 AM11:19AM,64.215864.22,-48.7176-48.72,← 250°,,,,,FlightAware Approximate
794,Wed 11:20:33 AM11:20AM,64.180364.18,-49.2700-49.27,↙ 241°,474,545,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
795,Wed 11:21:03 AM11:21AM,64.148964.15,-49.3990-49.40,↙ 241°,474,545,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
796,Wed 11:21:33 AM11:21AM,64.117464.12,-49.5275-49.53,↙ 241°,474,545,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
797,Wed 11:22:03 AM11:22AM,64.084664.08,-49.6606-49.66,↙ 241°,474,545,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
798,Wed 11:23:02 AM11:23AM,64.021264.02,-49.9154-49.92,↙ 240°,474,545,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
799,Wed 11:23:40 AM11:23AM,63.982263.98,-50.0841-50.08,↙ 244°,475,547,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
800,Wed 11:24:10 AM11:24AM,63.953863.95,-50.2194-50.22,↙ 244°,476,548,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
801,Wed 11:24:40 AM11:24AM,63.925563.93,-50.3518-50.35,↙ 244°,477,549,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
802,Wed 11:25:10 AM11:25AM,63.896163.90,-50.4890-50.49,↙ 244°,476,548,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
803,Wed 11:25:40 AM11:25AM,63.867263.87,-50.6229-50.62,↙ 244°,477,549,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
804,Wed 11:26:10 AM11:26AM,63.837963.84,-50.7578-50.76,↙ 244°,476,548,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
805,Wed 11:26:40 AM11:26AM,63.808963.81,-50.8903-50.89,↙ 244°,476,548,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
806,Wed 11:27:10 AM11:27AM,63.779863.78,-51.0226-51.02,↙ 244°,476,548,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
807,Wed 11:27:40 AM11:27AM,63.750763.75,-51.1541-51.15,↙ 243°,475,547,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
808,Wed 11:28:10 AM11:28AM,63.720963.72,-51.2878-51.29,↙ 243°,475,547,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
809,Wed 11:28:40 AM11:28AM,63.691463.69,-51.4197-51.42,↙ 243°,475,547,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
810,Wed 11:29:10 AM11:29AM,63.661863.66,-51.5505-51.55,↙ 243°,475,547,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
811,Wed 11:29:40 AM11:29AM,63.631863.63,-51.6830-51.68,↙ 243°,475,547,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
812,Wed 11:30:10 AM11:30AM,63.602063.60,-51.8133-51.81,↙ 243°,477,549,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
813,Wed 11:30:40 AM11:30AM,63.571463.57,-51.9470-51.95,↙ 243°,477,549,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
814,Wed 11:31:10 AM11:31AM,63.541263.54,-52.0773-52.08,↙ 243°,476,548,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
815,Wed 11:31:40 AM11:31AM,63.511263.51,-52.2064-52.21,↙ 243°,474,545,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
816,Wed 11:32:10 AM11:32AM,63.480463.48,-52.3387-52.34,↙ 242°,472,543,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
817,Wed 11:32:55 AM11:32AM,63.435563.44,-52.5287-52.53,↙ 242°,473,544,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
819,Wed 11:34:37 AM11:34AM,63.332963.33,-52.9607-52.96,↙ 242°,,,,,FlightAware Approximate
820,Wed 11:35:37 AM11:35AM,63.271963.27,-53.2134-53.21,↙ 242°,,,,,FlightAware Approximate
821,Wed 11:36:37 AM11:36AM,63.210563.21,-53.4650-53.47,↙ 242°,,,,,FlightAware Approximate
822,Wed 11:38:34 AM11:38AM,63.089563.09,-53.9525-53.95,↙ 241°,,,,,FlightAware Approximate
824,Wed 11:38:53 AM11:38AM,63.063563.06,-54.0468-54.05,↙ 241°,472,543,3400034000.0,,FlightAware ADS-B (GOH / BGGH)
826,Wed 11:41:37 AM11:41AM,62.893862.89,-54.7177-54.72,↙ 241°,,,,,FlightAware Approximate
827,Wed 11:43:31 AM11:43AM,62.772662.77,-55.1778-55.18,↙ 240°,,,,,FlightAware Approximate
828,Wed 11:44:32 AM11:44AM,62.707062.71,-55.4222-55.42,↙ 240°,,,,,FlightAware Approximate
830,Wed 11:45:57 AM11:45AM,62.616762.62,-55.6667-55.67,↙ 240°,480,552,3400034000.0,,Montreal Center
831,Wed 11:47:57 AM11:47AM,62.483362.48,-56.1667-56.17,↙ 240°,480,552,3400034000.0,,Montreal Center
832,Wed 11:50:57 AM11:50AM,62.233362.23,-56.8500-56.85,↙ 232°,480,552,3400034000.0,,Montreal Center
834,Wed 11:52:18 AM11:52AM,62.150062.15,-57.3167-57.32,← 249°,470,541,3400034000.0,,Gander Center
835,Wed 11:53:18 AM11:53AM,62.066762.07,-57.5333-57.53,↙ 231°,470,541,3400034000.0,,Gander Center
836,Wed 11:54:18 AM11:54AM,61.966761.97,-57.7833-57.78,↙ 230°,470,541,3400034000.0,,Gander Center
837,Wed 11:55:18 AM11:55AM,61.900061.90,-57.9833-57.98,↙ 235°,470,541,3400034000.0,,Gander Center
838,Wed 11:56:17 AM11:56AM,61.816761.82,-58.2000-58.20,↙ 231°,470,541,3400034000.0,,Gander Center
839,Wed 11:57:18 AM11:57AM,61.750061.75,-58.4167-58.42,↙ 237°,470,541,3400034000.0,,Gander Center
840,Wed 11:58:18 AM11:58AM,61.650061.65,-58.6333-58.63,↙ 226°,470,541,3400034000.0,,Gander Center
841,Wed 11:59:14 AM11:59AM,61.566761.57,-58.7333-58.73,↙ 210°,470,541,3400034000.0,,Gander Center
843,Wed 12:00:57 PM12:00PM,61.433361.43,-59.0333-59.03,↙ 227°,470,541,3400034000.0,,Montreal Center
845,Wed 12:02:18 PM12:02PM,61.316761.32,-59.5167-59.52,↙ 243°,470,541,3400034000.0,,Gander Center
846,Wed 12:03:18 PM12:03PM,61.233361.23,-59.6833-59.68,↙ 224°,470,541,3400034000.0,,Gander Center
847,Wed 12:04:14 PM12:04PM,61.150061.15,-59.7667-59.77,↙ 206°,470,541,3400034000.0,,Gander Center
848,Wed 12:05:14 PM12:05PM,61.066761.07,-59.9833-59.98,↙ 232°,470,541,3400034000.0,,Gander Center
849,Wed 12:06:13 PM12:06PM,61.000061.00,-60.1833-60.18,↙ 236°,470,541,3400034000.0,,Gander Center
850,Wed 12:07:13 PM12:07PM,60.916760.92,-60.4000-60.40,↙ 232°,470,541,3400034000.0,,Gander Center
851,Wed 12:08:14 PM12:08PM,60.816760.82,-60.6000-60.60,↙ 224°,470,541,3400034000.0,,Gander Center
852,Wed 12:09:14 PM12:09PM,60.733360.73,-60.7667-60.77,↙ 224°,470,541,3400034000.0,,Gander Center
